cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	neurotransmitter_accession	neurotransmitter_rationale	neurotransmitter_marker_gene_evidence	original_label	cell_set_designation	cell_set_alias	cell_set_structure	cell_set_ontology_tag	cell_set_alias_assignee	taxonomy_id
CS202106160_102	102_Sst HPF	102_Sst HPF	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						102_Sst HPF	CTX-HPF 102	102_Sst HPF	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_286	286_L6 CT CTX	286_L6 CT CTX	CS202106160_548	L6 CT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						286_L6 CT CTX	CTX-HPF 286	286_L6 CT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_195	195_L5 IT RSP-ACA	195_L5 IT RSP-ACA	subclass_label:d88cf82cba	L5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						195_L5 IT RSP-ACA	CTX-HPF 195	195_L5 IT RSP-ACA	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_232	232_L6 IT CTX	232_L6 IT CTX	subclass_label:10db4e9506	L6 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						232_L6 IT CTX	CTX-HPF 232	232_L6 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_198	198_L5 IT CTX	198_L5 IT CTX	subclass_label:d88cf82cba	L5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						198_L5 IT CTX	CTX-HPF 198	198_L5 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_254	254_L5 PT CTX	254_L5 PT CTX	CS202106160_528	L5 PT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						254_L5 PT CTX	CTX-HPF 254	254_L5 PT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_189	189_L4/5 IT CTX	189_L4/5 IT CTX	subclass_label:40ec201664	L4/5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						189_L4/5 IT CTX	CTX-HPF 189	189_L4/5 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_151	151_L2 IT ENTl	151_L2 IT ENTl	subclass_label:ad2ac45237	L2 IT ENTl	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						151_L2 IT ENTl	CTX-HPF 151	151_L2 IT ENTl	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_40	40_Vip	40_Vip	subclass_label:86d5f48b05	Sncg	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						40_Vip	CTX-HPF 040	40_Vip	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_98	98_Sst	98_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						98_Sst	CTX-HPF 098	98_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_282	282_L6 CT CTX	282_L6 CT CTX	CS202106160_548	L6 CT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						282_L6 CT CTX	CTX-HPF 282	282_L6 CT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_100	100_Sst	100_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						100_Sst	CTX-HPF 100	100_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_299	299_L6 CT ENT	299_L6 CT ENT	subclass_label:d636443977	L6b/CT ENT	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						299_L6 CT ENT	CTX-HPF 299	299_L6 CT ENT	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_330	330_CA1-ProS	330_CA1-ProS	subclass_label:5c6ec72876	CA1-ProS	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						330_CA1-ProS	CTX-HPF 330	330_CA1-ProS	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_143	143_L2/3 IT PAR	143_L2/3 IT PAR	subclass_label:5d7a3b937f	L2/3 IT PPP	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						143_L2/3 IT PAR	CTX-HPF 143	143_L2/3 IT PAR	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_69	69_Sst	69_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						69_Sst	CTX-HPF 069	69_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_231	231_L6 IT CTX	231_L6 IT CTX	subclass_label:10db4e9506	L6 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						231_L6 IT CTX	CTX-HPF 231	231_L6 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_298	298_L6 CT ENT	298_L6 CT ENT	subclass_label:d636443977	L6b/CT ENT	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						298_L6 CT ENT	CTX-HPF 298	298_L6 CT ENT	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_316	316_L6b CTX	316_L6b CTX	subclass_label:8fb647662f	L6b CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						316_L6b CTX	CTX-HPF 316	316_L6b CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_361	361_DG	361_DG	CS202106160_586	DG	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						361_DG	CTX-HPF 361	361_DG	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_116	116_Pvalb	116_Pvalb	CS202106160_463	Pvalb	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						116_Pvalb	CTX-HPF 116	116_Pvalb	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_334	334_CA1-ve	334_CA1-ve	subclass_label:5c6ec72876	CA1-ProS	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						334_CA1-ve	CTX-HPF 334	334_CA1-ve	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_180	180_L4 IT CTX	180_L4 IT CTX	subclass_label:40ec201664	L4/5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						180_L4 IT CTX	CTX-HPF 180	180_L4 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_107	107_Sst HPF	107_Sst HPF	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						107_Sst HPF	CTX-HPF 107	107_Sst HPF	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_6	6_Lamp5 Lhx6	6_Lamp5 Lhx6	subclass_label:e40986e2c0	Lamp5	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						6_Lamp5 Lhx6	CTX-HPF 006	6_Lamp5 Lhx6	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_197	197_L5 IT CTX	197_L5 IT CTX	subclass_label:d88cf82cba	L5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						197_L5 IT CTX	CTX-HPF 197	197_L5 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_184	184_L4/5 IT CTX	184_L4/5 IT CTX	subclass_label:40ec201664	L4/5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						184_L4/5 IT CTX	CTX-HPF 184	184_L4/5 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_262	262_L4 RSP-ACA	262_L4 RSP-ACA	CS202106160_535	L4 RSP-ACA	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						262_L4 RSP-ACA	CTX-HPF 262	262_L4 RSP-ACA	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_85	85_Sst	85_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						85_Sst	CTX-HPF 085	85_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_74	74_Sst	74_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						74_Sst	CTX-HPF 074	74_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_20	20_Pax6	20_Pax6	subclass_label:e40986e2c0	Lamp5	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						20_Pax6	CTX-HPF 020	20_Pax6	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_126	126_L2 IT APr	126_L2 IT APr	subclass_label:5d7a3b937f	L2/3 IT PPP	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						126_L2 IT APr	CTX-HPF 126	126_L2 IT APr	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_325	325_ProS	325_ProS	subclass_label:a416c5553f	SUB-ProS	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						325_ProS	CTX-HPF 325	325_ProS	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_268	268_L5/6 NP CTX	268_L5/6 NP CTX	CS202106160_538	L5/6 NP CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						268_L5/6 NP CTX	CTX-HPF 268	268_L5/6 NP CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_225	225_L6 IT CTX	225_L6 IT CTX	subclass_label:10db4e9506	L6 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						225_L6 IT CTX	CTX-HPF 225	225_L6 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_214	214_L5/6 IT PFC	214_L5/6 IT PFC	subclass_label:753888bc28	L5/6 IT TPE-ENT	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						214_L5/6 IT PFC	CTX-HPF 214	214_L5/6 IT PFC	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_291	291_L6 CT CTX	291_L6 CT CTX	CS202106160_548	L6 CT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						291_L6 CT CTX	CTX-HPF 291	291_L6 CT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_65	65_Sst Chodl	65_Sst Chodl	CS202106160_441	Sst Chodl	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						65_Sst Chodl	CTX-HPF 065	65_Sst Chodl	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_303	303_L6b CTX	303_L6b CTX	subclass_label:8fb647662f	L6b CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						303_L6b CTX	CTX-HPF 303	303_L6b CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_306	306_L6b CTX	306_L6b CTX	subclass_label:8fb647662f	L6b CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						306_L6b CTX	CTX-HPF 306	306_L6b CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_173	173_L2/3 IT ProS	173_L2/3 IT ProS	CS202106160_498	L2/3 IT RHP	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						173_L2/3 IT ProS	CTX-HPF 173	173_L2/3 IT ProS	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_176	176_IT HATA	176_IT HATA	CS202106160_498	L2/3 IT RHP	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						176_IT HATA	CTX-HPF 176	176_IT HATA	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_216	216_L5/6 IT TPE-ENT	216_L5/6 IT TPE-ENT	subclass_label:753888bc28	L5/6 IT TPE-ENT	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						216_L5/6 IT TPE-ENT	CTX-HPF 216	216_L5/6 IT TPE-ENT	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_153	153_L2/3 IT ENTl	153_L2/3 IT ENTl	subclass_label:9c706e279e	L2/3 IT ENTl	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						153_L2/3 IT ENTl	CTX-HPF 153	153_L2/3 IT ENTl	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_210	210_L5/6 IT TPE-ENT	210_L5/6 IT TPE-ENT	subclass_label:753888bc28	L5/6 IT TPE-ENT	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						210_L5/6 IT TPE-ENT	CTX-HPF 210	210_L5/6 IT TPE-ENT	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_42	42_Vip	42_Vip	subclass_label:a547e761cb	Vip	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						42_Vip	CTX-HPF 042	42_Vip	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_96	96_Sst	96_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						96_Sst	CTX-HPF 096	96_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_36	36_Sncg	36_Sncg	subclass_label:86d5f48b05	Sncg	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						36_Sncg	CTX-HPF 036	36_Sncg	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_241	241_L5 PT CTX	241_L5 PT CTX	CS202106160_528	L5 PT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						241_L5 PT CTX	CTX-HPF 241	241_L5 PT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_92	92_Sst	92_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						92_Sst	CTX-HPF 092	92_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_217	217_L6 IT CTX	217_L6 IT CTX	subclass_label:10db4e9506	L6 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						217_L6 IT CTX	CTX-HPF 217	217_L6 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_109	109_Pvalb	109_Pvalb	CS202106160_463	Pvalb	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						109_Pvalb	CTX-HPF 109	109_Pvalb	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_93	93_Sst	93_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						93_Sst	CTX-HPF 093	93_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_27	27_Ntng1 HPF	27_Ntng1 HPF	subclass_label:86d5f48b05	Sncg	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						27_Ntng1 HPF	CTX-HPF 027	27_Ntng1 HPF	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_28	28_Ntng1 HPF	28_Ntng1 HPF	subclass_label:86d5f48b05	Sncg	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						28_Ntng1 HPF	CTX-HPF 028	28_Ntng1 HPF	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_161	161_L2/3 IT ENTl	161_L2/3 IT ENTl	subclass_label:9c706e279e	L2/3 IT ENTl	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						161_L2/3 IT ENTl	CTX-HPF 161	161_L2/3 IT ENTl	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_309	309_L6b RHP	309_L6b RHP	subclass_label:8fb647662f	L6b CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						309_L6b RHP	CTX-HPF 309	309_L6b RHP	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_204	204_L5/6 IT CTX	204_L5/6 IT CTX	subclass_label:d88cf82cba	L5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						204_L5/6 IT CTX	CTX-HPF 204	204_L5/6 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_118	118_Pvalb	118_Pvalb	CS202106160_463	Pvalb	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						118_Pvalb	CTX-HPF 118	118_Pvalb	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_362	362_DG	362_DG	CS202106160_586	DG	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						362_DG	CTX-HPF 362	362_DG	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_383	383_VLMC	383_VLMC	CS202106160_606	VLMC	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						383_VLMC	CTX-HPF 383	383_VLMC	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_328	328_ProS	328_ProS	subclass_label:a416c5553f	SUB-ProS	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						328_ProS	CTX-HPF 328	328_ProS	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_114	114_Pvalb	114_Pvalb	CS202106160_463	Pvalb	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						114_Pvalb	CTX-HPF 114	114_Pvalb	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_147	147_L2 IT ENTm	147_L2 IT ENTm	CS202106160_486	L2 IT ENTm	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						147_L2 IT ENTm	CTX-HPF 147	147_L2 IT ENTm	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_136	136_L3 IT ENTm	136_L3 IT ENTm	CS202106160_480	L3 IT ENT	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						136_L3 IT ENTm	CTX-HPF 136	136_L3 IT ENTm	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_110	110_Pvalb	110_Pvalb	CS202106160_463	Pvalb	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						110_Pvalb	CTX-HPF 110	110_Pvalb	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_240	240_L5 PT CTX	240_L5 PT CTX	CS202106160_528	L5 PT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						240_L5 PT CTX	CTX-HPF 240	240_L5 PT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_138	138_L3 IT ENTm	138_L3 IT ENTm	CS202106160_480	L3 IT ENT	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						138_L3 IT ENTm	CTX-HPF 138	138_L3 IT ENTm	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_68	68_Sst	68_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						68_Sst	CTX-HPF 068	68_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_187	187_L4/5 IT CTX	187_L4/5 IT CTX	subclass_label:40ec201664	L4/5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						187_L4/5 IT CTX	CTX-HPF 187	187_L4/5 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_275	275_NP PPP	275_NP PPP	CS202106160_544	NP PPP	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						275_NP PPP	CTX-HPF 275	275_NP PPP	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_302	302_L6b ENT	302_L6b ENT	subclass_label:d636443977	L6b/CT ENT	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						302_L6b ENT	CTX-HPF 302	302_L6b ENT	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_363	363_DG	363_DG	CS202106160_586	DG	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						363_DG	CTX-HPF 363	363_DG	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_29	29_Ntng1 HPF	29_Ntng1 HPF	subclass_label:86d5f48b05	Sncg	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						29_Ntng1 HPF	CTX-HPF 029	29_Ntng1 HPF	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_311	311_L6b CTX	311_L6b CTX	subclass_label:8fb647662f	L6b CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						311_L6b CTX	CTX-HPF 311	311_L6b CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_382	382_SMC-Peri	382_SMC-Peri	CS202106160_604	SMC-Peri	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						382_SMC-Peri	CTX-HPF 382	382_SMC-Peri	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_194	194_L5 IT RSP-ACA	194_L5 IT RSP-ACA	subclass_label:d88cf82cba	L5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						194_L5 IT RSP-ACA	CTX-HPF 194	194_L5 IT RSP-ACA	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_124	124_L2 IT APr	124_L2 IT APr	subclass_label:5d7a3b937f	L2/3 IT PPP	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						124_L2 IT APr	CTX-HPF 124	124_L2 IT APr	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_7	7_Lamp5 Lhx6	7_Lamp5 Lhx6	subclass_label:e40986e2c0	Lamp5	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						7_Lamp5 Lhx6	CTX-HPF 007	7_Lamp5 Lhx6	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_329	329_CA1-ProS	329_CA1-ProS	subclass_label:5c6ec72876	CA1-ProS	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						329_CA1-ProS	CTX-HPF 329	329_CA1-ProS	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_60	60_Vip Igfbp6	60_Vip Igfbp6	subclass_label:a547e761cb	Vip	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						60_Vip Igfbp6	CTX-HPF 060	60_Vip Igfbp6	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_9	9_Lamp5 Lhx6	9_Lamp5 Lhx6	subclass_label:e40986e2c0	Lamp5	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						9_Lamp5 Lhx6	CTX-HPF 009	9_Lamp5 Lhx6	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_308	308_L6b RHP	308_L6b RHP	subclass_label:8fb647662f	L6b CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						308_L6b RHP	CTX-HPF 308	308_L6b RHP	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_67	67_Sst	67_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						67_Sst	CTX-HPF 067	67_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_285	285_L6 CT CTX	285_L6 CT CTX	CS202106160_548	L6 CT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						285_L6 CT CTX	CTX-HPF 285	285_L6 CT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_253	253_L5 PT CTX	253_L5 PT CTX	CS202106160_528	L5 PT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						253_L5 PT CTX	CTX-HPF 253	253_L5 PT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_312	312_L6b CTX	312_L6b CTX	subclass_label:8fb647662f	L6b CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						312_L6b CTX	CTX-HPF 312	312_L6b CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_55	55_Vip HPF	55_Vip HPF	subclass_label:a547e761cb	Vip	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						55_Vip HPF	CTX-HPF 055	55_Vip HPF	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_33	33_Sncg	33_Sncg	subclass_label:86d5f48b05	Sncg	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						33_Sncg	CTX-HPF 033	33_Sncg	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_16	16_Lamp5	16_Lamp5	subclass_label:e40986e2c0	Lamp5	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						16_Lamp5	CTX-HPF 016	16_Lamp5	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_259	259_L5 PT CTX	259_L5 PT CTX	CS202106160_528	L5 PT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						259_L5 PT CTX	CTX-HPF 259	259_L5 PT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_190	190_L4/5 IT CTX	190_L4/5 IT CTX	subclass_label:40ec201664	L4/5 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						190_L4/5 IT CTX	CTX-HPF 190	190_L4/5 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_357	357_CA3-do	357_CA3-do	CS202106160_578	CA3	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						357_CA3-do	CTX-HPF 357	357_CA3-do	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_61	61_Vip Igfbp6	61_Vip Igfbp6	subclass_label:a547e761cb	Vip	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						61_Vip Igfbp6	CTX-HPF 061	61_Vip Igfbp6	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_26	26_Ntng1 HPF	26_Ntng1 HPF	subclass_label:86d5f48b05	Sncg	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						26_Ntng1 HPF	CTX-HPF 026	26_Ntng1 HPF	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_87	87_Sst	87_Sst	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						87_Sst	CTX-HPF 087	87_Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
